file_name,component_count,total_instances
LPO-PDP-Tests,1,0
Sales banner redesign,1,0
Shapes,1,0
QPE - Evaluation based on text attributes,1,0
ZA Browse and Search,1,0
TEST - Swap font family,1,0
Brand refresh - Product Stage 1,1,0
File not visible,1,0
Sports | Jersey customisation,1,0
Sales Refresh 2025,1,0
Promise Contextualisaiton - ZIP code precision,1,0
In-App Message (IAM),1,0
Zalando Assistant elevated experience,1,0
Content Cards,1,0
ARCHIVE Zalando Assistant elevated experience,1,0
Mix&Match - Explorations - Foundational experience + upselling,1,0
SDD Exploration,1,0
8_VFR (Virtual Fitting Room),1,0
10_Bracketing design,1,0
SDD review updates - Gerrit / Patrycja,1,0
Exploration: Dark mode,1,0
Light_Branding_Freelancer_2025-04,1,0
Storytelling M0 - Early Explorations,1,0
Mix&Match - Main File - Foundational experience + upselling,1,0
11_Return reduction,1,0
🎨 Home Feed ('25) Launch -> Cyber,1,0
QPE - Discovery (Forward motion),1,0
Loyalty Program V2 - Fast Follow Markets,1,0
6_PDP,1,0
[Archive] 🎨 Home Feed ('25),1,0
9_Fit First,1,0
Lifecycle Explorations,1,0
Adaptive M2 - PDP,1,0
QPE/LPO Recommendations bridge,1,0
Omnibus - Reviews Blackjack,1,0
Bin - PISA - Product Information for Self-Assessment,1,0
Type cleanup,1,0
Project Omnibus - Reviews (Archive),1,0
Beauty personalisation - Baseline File,1,0
Sharing in Wardrobe - Solution Design,1,0
ASO Concept Exploration 2025,1,0
Co-badged Cards Scheme - Design Playground,1,0
Header redesign,1,0
TDE Adjacency - Baseline File,1,0
Checkout success page,1,0
Personal Shopping Benefit x Plus,1,0
2_Your sizes,1,0
test,1,0
QPE - Evaluation based on media,1,0
Rating & Reviews - Baseline File,1,0
Designer Theme Explorations (Copy),1,0
Order Cutoffs,1,0
Brand Profile (Social Profile),1,0
Proof-of-Concepts [ZMS project vision - Leandro],1,0
Video Stream MLP - Specs,1,0
TDE - Baseline File,1,0
CLM initiative,1,0
"Tabs, navigations",1,0
Plus Missions for Propositions - Baseline File,1,0
Partner Day '25 - Storyboard (Copy),1,0
Partner Day '25 - Storyboard,1,0
ZDS Next explorations,1,0
Boards CX / Creation,1,0
TDE - Motion explorations and specs,1,0
Focus Outline (ZDS Components),1,0
TDE - Specs,1,0
Beauty Colour Picker,1,0
CONFIG Explorations,1,0
Omnibus Directive | Explorations,1,0
Storytelling - Storyblocks Brainstorming,1,0
Digital Sports Dialogs,1,0
Cyber Week CX 2025,1,0
ZFA Design Playground,1,0
Improving Priority Access: Phase 1 Proposition Awareness,1,0
Exploration / Fast and For Me,1,0
TDE - Playground 1,1,0
LPO-Catalog-Tests,1,0
Sustainability Mission [ Loyalty ],1,0
ZDS - Moments exploration (Copy),1,0
Design - PISA - Product Information for Self-Assessment,1,0
Specs - Size Advice with Body Measurement,1,0
TDE - Specs (Copy),1,0
Perfect Pairing,1,0
Rebrand Personal Shopping,1,0
12_Diffusion Model,1,0
[MASTER FILE] Purchase Web,1,0
Archive - Trend Spotter,1,0
TDE - Playground 3,1,0
Colours,1,0
[Archived on 17.05.2023] Plus Rebranding Design Explorations,1,0
Tooling Vision,1,0
iOS 26 implications,1,0
Creative check-in identity documentation,1,0
SCM1 legal response,1,0
Trinity CX,1,0
Marketing Services | Min-Yu | Home Feed Ads parity,1,0
⌨️ Accessibility: Full Keyboard Access (for Apps),1,0
Pricing annotation,1,0
ZDS starter file: tiles,1,0
Dark mode for PDP tiles,1,0
SC M1 – Design Review💚,1,0
🚀 [FEATURE] Vertical & Horizontla Product card,1,0
CCD 2.0 Consumer Credit Directive - Design Space,1,0
Propositions Steering from Checkout Success Page (M1 & M2),1,0
FitGAN,1,0
Core Journey CX,1,0
Guideline refinement: inner padding,1,0
PDP | Incentive banner specs,1,0
"PDP | Delivery, USP & Partner info Specs",1,0
Typography_Brand Refresh_Sprint_Sept2024,1,0
Plus Rebranding Design Explorations,1,0
Sephora Partner Integration - Baseline File,1,0
Content Design X Brand Refresh,1,0
GC Xmas,1,0
PDP | Product image gallery specs,1,0
PDP | Size picker specs,1,0
Rituals / Weekly Design Reviews (2025),1,0
Plus Loyalty Assets - Updates,1,0
QPE 2025 CX vision archive,1,0
Product Card l Cart Web,1,0
Archive,1,0
Grid experimentation,1,0
[A11y] Product Card Annotations,1,0
Premises - Loyalty V1,1,0
ESPIxZalando,1,0
Reviews - Project Omnibus,1,0
Sephora Configuration & Content - Baseline File,1,0
Recommended size filter,1,0
AI Content Generation,1,0
Product Content 2.X,1,0
Zalando Live - M1,1,0
Durability Experience,1,0
Search - investigation,1,0
TDE Wayfinding - Baseline File,1,0
🛝🐘 [PLAYGROUND] Elephant Feed - MLP (Video),1,0
Wanderlust - Customer Journeys,1,0
🚀 Add new variant of radio button - checkout,1,0
"Payments for Order Bundling — Design Playground, 07.2023",1,0
Team Sprint_Brand Refresh_Nov2024,1,0
Returns Transformation,1,0
ZA Entry Points,1,0
Beauty PDP – Glanceable Highlights,1,0
Specs - Size Advice with Body Measurement (Copy),1,0
[WIP] Keylines,1,0
Topic Exploration (Copy),1,0
🚀 Add payment logos,1,0
Trend Spotter: Trend Led Experience,1,0
🚀[FEATURE] Add Shoppable product card Documentation,1,0
"Creator Ecosystem - Explorations, Reviews",1,0
Back in Stock - Early Access - Plus,1,0
Grebban Presentation and Final delivery,1,0
Profile / Solution Design,1,0
Archive - VFR exploration,1,0
What's next,1,0
AI Boards,1,0
Sephora - Specs,1,0
Plus Booster,1,0
🚀[FEATURE] Add CPC Tile,1,0
🚀[FEATURE] Add nudge payment,1,0
🚀[FEATURE] Update PDP pricing,1,0
Beauty Profile - M1,1,0
TDE - Explorations & Benchmarks,1,0
[Zalon Archive] User Side - Personal Shopping Benefit x Plus,1,0
🚀[FEATURE] Catalogue | Update Product card  (Omnibus),1,0
🚀[FEATURE] Popular collection carousel,1,0
Zalando Livestream Platform (Product Iterations),1,0
SC M1 – Execution 👷‍♂️,1,0
Project Knight,1,0
frog_Zalando_Design_System_tiles,1,0
🚀[FEATURE] Update product price,1,0
App Fluidity,1,0
Exploration / 1st tab on app (Copy),1,0
App Takeover,1,0
PDP customer journey optimisation for conversion,1,0
[MASTER FILE] Orders & Returns,1,0
Beauty PDP – Discovery + M1,1,0
Project Omnibus - Pricing,1,0
ZDS library: tiles,1,0
🛝🪩 Discovery Feed - Design Playground,1,0
Boards CX / Specs,1,0
[Pizza Box] Tracking Improvement,1,0
Semantic colour,1,0
Accessibility Path based gestures,1,0
ZDS NEXT guidelines,1,0
Testzzzzz draft,1,0
[MASTER FILE] Gift Cards,1,0
"PayPal Mandates — Design Playground, 11.2025",1,0
2nd tab: F&LD,1,0
[Copy] PDP - Baseline File (2023),1,0
PDP - Baseline File / Master file,1,0
Product card documentation,1,0
[ARCHIVE] Rituals / Weekly Design Reviews (2024),1,0
Labelless Returns,1,0
Working File_Advertising,1,0
Returns,1,0
Project HEBE + Pillar 1 contribution,1,0
Zalando Assistant Standalone Experience,1,0
Directory Fashion lifestyle  - Design exploration Koli,1,0
CPC: Solution Design,1,0
Grid,1,0
Creator Sponsored Experience - Concepts,1,0
Style It / OB (2026),1,0
Style It / OB (2026) (Copy),1,0
Payments: Components — Design Components,1,0
[BR shareable] Semantic Colour,1,0
Marketing Services | Dynamic Catalog showstopper,1,0
🚧 WIP - Tailored Designer Experience - Specs (Copy),1,0
Plus Home,1,0
ZMS Ad formats library [live],1,0
Brand refresh Zalando app & web Stage0+ (fka min-ex),1,0
Illustration Explorations,1,0
CW15 - Flows iteration,1,0
Working File_Advertising (Copy),1,0
Marketing Services | Homepage | Takeover,1,0
S&F,1,0
Creator Profile (Social Profile),1,0
Plus x Cyber Week 2024,1,0
CX / Talent Profile,1,0
Transforming the Checkout Platform (TCP),1,0
Partner Day 2025 - Feed protos,1,0
Top bar (Collapsible header),1,0
Apple Pay at Checkout - Design Playground,1,0
[CLM] Notification Center (Copy),1,0
Outfit Building Experience (StyleIt),1,0
YiR (working file),1,0
24_SummerOfSport_Explorations Playground,1,0
Sharing in Wardrobe - Specs,1,0
[CLM] Notification Center,1,0
Designer - Shoppable Images,1,0
Cyber Week CX 2024,1,0
🕵️ Discovery Feed - CX Vision > Pilot Check-in - Feb 24,1,0
📱 Feed User Research | CW50 | Proto,1,0
Reco SDD Beauty Profile,1,0
[Snapshot Copy 10.11.2025] Live Stream  - ZLP Audience View (Product Iterations),1,0
Bulgaria dual pricing,1,0
Causes on PDP - visibility,1,0
Purchase web flow designed with ZDS,1,0
Curated Gift Shopping at Scale,1,0
Team Sprint_Brand Refresh_Nov2024 (Copy),1,0
FDBE Prototypes 2021,1,0
🍀 Sustainability Light Branding,1,0
Trend Spotter,1,0
Complete the look,1,0
Gift card B2C // Design Development,1,0
Local - Customer Proposition (Phase 2),1,0
Sephora - Explorations,1,0
Sell items,1,0
Zalando Assistant - China collaboration,1,0
Accessibility M2 - Size & Fit Design,1,0
"Accessibility — Payments Design, [10.2022]",1,0
Prototypes - Partner Day,1,0
GrowWithMe - Rebuy,1,0
QPE - Product highlights panel - Baseline File,1,0
Plus Expressive Toolkit,1,0
Sustainability claims,1,0
Pre-owned Themed Home,1,0
EcoScore+ Explorations,1,0
Content Transformation Track 2 - UC: Brand Activation,1,0
Wardrobe (post-weave),1,0
A11y Presentation 2025,1,0
Zalando Live M0,1,0
Top Navigation - Baseline File,1,0
[ Archive ] Remarkable Release 2022,1,0
Partner Days 25 - Propositions,1,0
Pre-Owned exploratory research,1,0
Cyber Week CX 2023,1,0
Pre-owned x Designer [Figma],1,0
Dynamic Text Exploration,1,0
Beauty in Wardrobe - Baseline File,1,0
Storytelling M2 - Main stage,1,0
Working file_Recommender Systems,1,0
PISA - Brand Refresh & Comparison,1,0
P&F - Personalized Pricing (WIP),1,0
TDE Content - Playground,1,0
Zalando Tablet: Deliverable from Edenspiekermann 2021 (Z Copy),1,0
Sharing in Wardrobe - Solution Explorations - Archive,1,0
Exploration,1,0
Pre-owned explorations,1,0
Exploration / 2nd tab on app,1,0
Marketing Service | Inspiring Board Feed,1,0
Offer Selection,1,0
Archive 2,1,0
Layout (Indentation),1,0
🎨 Home Feed ('25) Post-Cyber explorations,1,0
EcoScore Visualizations (Paul),1,0
Delivery information below Add to Bag,1,0
Outfits Program - Entry Point: Creator Space to GTL,1,0
Jeans CX Vision,1,0
Page controls,1,0
Future Stock,1,0
SCM1 Onboarding 2.0,1,0
[MASTER FILE] Purchase Apps,1,0
PDP & BR: Action sheets,1,0
Plus Brand Refresh,1,0
PDP Contribution Model,1,0
Adaptive M1.2 | Solution Design,1,0
TDE Discoverability - Baseline File,1,0
S12Y Northstar Visual Explorations ✨,1,0
Specs - Popular Collections Carousel,1,0
CX Vision,1,0
Designer - Promo,1,0
Zalando Live (Copy),1,0
Sustainability Loyalty Mission,1,0
Beauty VTO - Baseline File,1,0
Sharing in Wardrobe - User Testing - CW49,1,0
TDE - Playground 2,1,0
Size advice concept matrix and entry/exit journeys (was Concepts from Workshop),1,0
Contingency plan,1,0
Mix&Match - Research Prototypes,1,0
Generic Card,1,0
"ARCHIVES — Payments for Order Bundling — Design Playground, 07.2023",1,0
Legibility aid,1,0
Backup,1,0
Design Jam 24,1,0
Mix&Match - Internal tool,1,0
Schema Presentation,1,0
🤝 Design 🤝 Engineering handoffs 🤝,1,0
Pizza Box - CONCEPT,1,0
Trend Rewind '25 + Forecast '26,1,0
Targeted Coupons M2,1,0
The Statement - Theming,1,0
EPCX Accessibility - Baseline File,1,0
I/E - Aug 2025 - Pitch,1,0
[ REMARKABLE RELEASE ] Mapping Inspiration Initiatives,1,0
Collection Experience - Design Playground,1,0
Croatia dual pricing,1,0
Feed – Baseline CX,1,0
Sell items (Copy),1,0
Leading with the right answer - Results Communication,1,0
ZDS - Moments exploration,1,0
Wardrobe - Specs,1,0
DPS product card gallery,1,0
Premises - Loyalty V1 - Responsive Web Designs,1,0
Levels,1,0
Cyber Week CX 2022,1,0
Reco’s in the catalog,1,0
Sephora Loyalty Integration,1,0
Sports profile,1,0
[Zalon Archive] User Side - Style Advice_Working,1,0
Beauty - Dangerous Goods - Baseline File,1,0
Theming Onboarding | Visuals,1,0
Untitled,1,0
Plus Pre-sale Web,1,0
VFR UI,1,0
Accessibility project - PDP,1,0
Scrim Gradient,1,0
Message ecosystem mapping,1,0
Next releases,1,0
Remarkable Release 2022,1,0
__Presentation,1,0
Explorations – Unified Documentation,1,0
wanderlust,1,0
Art Direction / Playground [ 2024 ],1,0
2025 Sports CX Vision,1,0
Omnibus PL - Pricing changes,1,0
"(SCA) Strong Customer Authentication — Design Playground, 05.2024",1,0
EcoScore pivot directions,1,0
Knight M2 - Drive Engagement,1,0
2023 Jan - Design Playground - VFRxZMS - Pilot 3,1,0
Offer Selection - Milestone 1,1,0
01 – Zalando app sitemap iOS (f.k.a Fashion Store),1,0
Pre-owned Baseline,1,0
Future Stock (Copy),1,0
Sprint 1 - Holistic S12Y CX: Ideation + Prototype,1,0
"Archived Exploration: Light, Dark, Mono mode",1,0
DSA Main Design File,1,0
EA Partner Campaigns,1,0
Zalando Cyber 2025,1,0
Sprint 1 - Holistic S12Y CX: Ideation + Prototype (Copy),1,0
Product Cards Dark Mode & Dynamic Font,1,0
SAwBM Messaging Study,1,0
Refresh_GC_D2C assets,1,0
Execution M1,1,0
Specs - Recommended sizes filter,1,0
Fluidity prototypes,1,0
Wanderlust - Customer Journeys Sketch,1,0
WP 3 Entry Point Showstopper,1,0
Product Recommendations in Cart,1,0
Gift Cards CR Improvements - PDP Renderer,1,0
Presentation Prototype,1,0
Sparring sessions,1,0
Iconography,1,0
Joystick • Qual prototype,1,0
Sports Assistant,1,0
BIZUM,1,0
TDE - Design Reviews,1,0
Exploration: Android Navigation Bar,1,0
Brand exploration,1,0
Body Scanning Process Flows,1,0
Marketing Services | Homepage | Awareness Teaser,1,0
[Experiment] Generic card payment icon - Design Playground,1,0
Marketing Service | Homepage | Collection Teaser,1,0
Shoppable Video - Baseline File,1,0
CX / Maturity,1,0
2022 May - VFR x ZMS journeys for iniative doc,1,0
🚀[BETA] ZDS library + tokens,1,0
Launch scope 2021,1,0
Eye shadow finder - Baseline File,1,0
Purchase Accessibility Updates,1,0
[Working file] CXP AI Workshop,1,0
Adaptive M1.2 | Explorations,1,0
Catalogue Showstopper [StatusQuo 2024Q2],1,0
Summer of Sports Experience,1,0
Immediate Reimbursement,1,0
Early Access M2: Solution Design,1,0
Merchandise Playbook,1,0
Accessibility: Mobile PDP Gallery,1,0
QPE - Design Check-In,1,0
Materials in Cart and Checkout,1,0
Recycle x Zalando,1,0
"Buy Now Pay Later 2.0 — Nudge Experience — Design Playground, 04.2024",1,0
[ARCHIVE] Sell flow design tickets,1,0
Header Migration,1,0
Exploration: Badges,1,0
Design Playground - Wardrobe + Zircle (2020-21),1,0
User Testing: In-App Message (IAM),1,0
Wardrobe + Zircle,1,0
[Accessibility] PDP Experiment Specs,1,0
Use Cases - Loyalty V1,1,0
Reviews - Visibilities of Reviews - Web,1,0
4_Reference item,1,0
Holy Trinity,1,0
Cyber Week 2021 Experience,1,0
Designer - 2028 Vision & Strategy,1,0
Market Steering CX design,1,0
Cyber Week CX 2022 (Copy),1,0
Customer Carrier Choice,1,0
3_Body measurements,1,0
GPSR,1,0
LUX Library 3.19.1,1,0
Test Themes - Design club 31 aug,1,0
Carousels,1,0
Beauty replenishment - Archived files,1,0
Adaptive Fashion Specs,1,0
BM Product Marketing CX,1,0
Joystick • S12Y Branding,1,0
Discovery - PISA - Product Information for Self-Assessment,1,0
PRSB Sitemap,1,0
The Remarkable Inspiration Kick-off Workshop,1,0
Instalment Reviews,1,0
I/E Outfit module flow,1,0
Onboarding update,1,0
PL Top Model 25_Spatial & Set_Explorations,1,0
Early Access M2: Handover,1,0
Lululemon Overview,1,0
Specs - VFR x ZMS Campaign 01 + 02,1,0
Mid-funnel Inspiration and advice,1,0
Identity creative development,1,0
💡[EXPERIMENTAL] - Components review,1,0
ZDS email: UI kit (Design System),1,0
🚀  Update Plus assets & Use cases,1,0
Modular PDP - Prototyping,1,0
Mini-Cart (Web only),1,0
Landscape Mode (apps) Exploration,1,0
Product Circularity Comms,1,0
ZMS Figma/Jam WoW toolkit,1,0
Wanderlust Story Mapping,1,0
CLM New Onboarding Project,1,0
v3 & v4 Catalog Showstopper (not tested),1,0
Livestream EU Copy,1,0
Follow creators,1,0
[MASTER FILE] Hyped Sales M0 and M1,1,0
Cyber 24 - Templates,1,0
"iDEAL 2.0 — Design Playground, 07.2024",1,0
ASO Exploration 2024,1,0
SC M1 – Post 2. Design Sprint exploration,1,0
PUP Uplift 2025,1,0
Gorgeous - Baseline File,1,0
Test migration,1,0
CPC Workshop Concept Space,1,0
[Experiment] ZMS,1,0
PDP Structure [Exploration],1,0
[Experiment] Card style payment method options - Design Playground,1,0
Training,1,0
Profile nudging and content hierarchy,1,0
F&FM Sweden Grebban Assets,1,0
2025_Q1_App Statement,1,0
Reviews - Legal text,1,0
Designer - Made in,1,0
MDS - Storyboard,1,0
Offer Selection - New default,1,0
Propositions Sitemap,1,0
Plus x Cyber Week 2023,1,0
Digital Gift Delivery 'Pick-A-Size' (Copy),1,0
Followership Wanderlust,1,0
[M2] Modular Checkout - Plus Upsell,1,0
Plus Pre-Sale App Specs,1,0
Content Transformation Track 2 - Explorations,1,0
Exploration - feature onboading,1,0
Gift Card Normalisation,1,0
Boards | Building Community Brief V2,1,0
Icon Documentation Improvement,1,0
Framework for UGC,1,0
Bring live campaigns before registration,1,0
Gift Cards Redemption,1,0
Contributing icons from boards (MAYA),1,0
ZDS starter file: styles/components,1,0
Beauty Items - Explorations - Archive,1,0
Design color token swatches,1,0
Boards icons (Maya),1,0
Content Design Toolkit,1,0
ZALANDO X SEPHORA UI components specs,1,0
"WP 13 Profiles, Outfits & AFC",1,0
Lounge Cross-platform Comms,1,0
[Zalon Archive] User Side - Style Advice_Archived,1,0
Size guide,1,0
2022 May - VFR x ZMS Explorations,1,0
CX / Check-Ins,1,0
🚀[FEATURE] Dark mode documentation,1,0
CXP Sitemap,1,0
Marketing Services | Landing page Tiles library,1,0
Prominent Delivery Promise on PDP Experiment,1,0
Beauty Color picker - White swatch usecase,1,0
Team Explorations,1,0
Attribute Insights (HVAR - High Value Attribute Reporting),1,0
0-Order Customer,1,0
Size Guide A/B Test,1,0
Omnibus-Checkout Process,1,0
🧪 Themes Playground - public,1,0
Experience Vision - training,1,0
[EU] Streaming Experience,1,0
Zalando Assistant - Brand Refresh,1,0
Co-branding_Brand Refresh_Sprint_Sept2024,1,0
TDE x Statement,1,0
StyleIt V2,1,0
Adhoc - sales / loyalty / giftcards,1,0
ZMS | Landing Page Tiles Library - Brand refreshed,1,0
Boards | Building Community Brief,1,0
App Tracking Transparency (ATT) - Solution Design,1,0
Beauty - Information Architecture,1,0
TDE - Usability Test,1,0
Avatar Personalisation,1,0
Gen AI content Vision,1,0
App cart banner on top,1,0
PRSB Accessibility M2 - Work packages - Scaling To All Propositions,1,0
Plus Proposition Branding - early applications,1,0
Hyped Sales -Archived Files,1,0
Gift with purchase - Baseline File,1,0
"Exploration: TLN, Embedded Navigation, Tabs, Sticky",1,0
Cart & Checkout,1,0
Size Profile - PDP Onboarding,1,0
case studies,1,0
Wanderlust - Initiatives Mapping,1,0
Exploration: Slideshow,1,0
[deprecated] Pillar 1 Lobby,1,0
Diversifying Campaign Discovery: Showstopper,1,0
Payments Transactional Emails,1,0
Lokalise - Wardrobe + Zircle (Reference),1,0
Dynamic page M1,1,0
"Exploration: Component States (hover, focus)",1,0
Size Advice - Identity,1,0
Icon/pictogram Explorations,1,0
Activity based browsing,1,0
Beauty gorgeous,1,0
a/b test - Copy and Paste feature in CSP,1,0
Prototype testing,1,0
AFC Refresh,1,0
Rapid prototyping exercise,1,0
Showstopper,1,0
Luxembourg Growth Opportunity,1,0
Plus + Statement M2,1,0
[ ARCHIVED ] [ UI & UX ]  —  Working File / Phase 01,1,0
Adaptive M1.2 Launch Story,1,0
Convenience proposition,1,0
Reco Carousel in Empty Cart,1,0
[Archived] Pillar 1 - Web - Reviews,1,0
Cart explorations - Totals Sections,1,0
CX / Toolbox,1,0
Account Recovery,1,0
Return period reduction,1,0
ZAL_Gift delivery+returns,1,0
[NOT UPDATED/NOT UP-TO-DATE] Catalog audit Rule book = Catalog + Showstoppers,1,0
Target Areas,1,0
Saige,1,0
CX / Playground,1,0
[M4] Modular Checkout - New customers,1,0
Digital Gift Card Accessibility Specs,1,0
Annotations update,1,0
💡[EXPERIMENTAL] Layout variables,1,0
WoW factor! Product Highlights,1,0
Beauty Profile - Check in,1,0
Plus free delivery,1,0
Capital markets day demo,1,0
🗂️ UPDATE DOCUMENTATION [#1],1,0
Payments & Checkout + ZDS,1,0
Brand Diversity,1,0
S12Y Accordion,1,0
TDE - PRSB Explorations,1,0
Entry points for Body Measurement,1,0
Beauty Replenishment - Relaunch 2023,1,0
"Notice & Action Mechanism, IP and RO _Working file",1,0
Plus Rebranding BE & M2 Exp,1,0
Update a11y spec,1,0
Wanderlust_workshop_topics&content,1,0
Brand Voice_Guidelines_May25,1,0
Project Ronny,1,0
🚀[FEATURE] Updating badge component,1,0
🚀 Update tab,1,0
Streetwear explorations,1,0
🚀[FEATURE] Document tokens on components,1,0
Beauty Promotional Comms,1,0
TDE Storytelling explorations (Collections),1,0
StyleIt V2 I/E Review,1,0
Rachael | Design crit. folder,1,0
A/B test - Pricing explanations,1,0
Exploration: Design tokens,1,0
GP - Measurements,1,0
__Presentation 1,1,0
Plus Rebranding M1,1,0
Outfit View: Carousel vs Feed,1,0
Specs - VFR internal beta,1,0
WP 11 - Homes,1,0
Pre-owned x Designer [Figjam],1,0
Vision-beauty replenishment,1,0
2025 Sustainability CX,1,0
Home Feed - Assets & Documentation,1,0
Payments: Payment Logos — Design Components,1,0
ZTS - Post initial launch,1,0
SC M1 – 1. Design sprint – Prototype,1,0
Plus Accessibility Base File,1,0
Beauty Replenishment - Baseline File,1,0
Shift Nudge - Training,1,0
Measurements Profile Design,1,0
TDE - Partner Interviews,1,0
Sponsored Collections,1,0
Trend Spotter Cyber Week,1,0
WANDERLUST_Workshop,1,0
Opportunities workshop 2023 - Experience walkthrough,1,0
Signup experience,1,0
SC M1 – 2. Design sprint – Prototype,1,0
Discovery: Fragrance,1,0
22.08.2021 - Storytelling Pitch - Assets,1,0
Pre-owned ZMS Landing Page,1,0
Retention & Engagement Workshop,1,0
[Zalon Archive] User Side - Watchlist: Omnibus Directive for Zalon,1,0
Brand Home - Video Stories,1,0
Plus launch Lounge email,1,0
Wanderlust - Hypotheses Conversation,1,0
Wanderlust - Hypotheses Conversation (Copy),1,0
F&FM M2 Sweden,1,0
TDE Adjacency - Partner Interviews,1,0
[ ARCHIVED ] [ UI & UX ]  —  Working File / Phase 02 (Archive),1,0
SWISS Checkout Flow - Concept & Proposals,1,0
Sephora Loyalty Program,1,0
MDS - Storyboard (Copy),1,0
Local - Customer Proposition (Final),1,0
Zalando/Rina Sawayama,1,0
Modular PDP / study,1,0
Beauty Profile - Baseline File,1,0
Switzerland Expansion,1,0
RW x Zalando_Writing guidance_Brand hub content,1,0
Sephora CRM Co-branded Targeting - Baseline File,1,0
What Should I Wear - Design Explorations,1,0
Marketing Services | Sponsored Brand Home,1,0
Platform Journeys FS to Lounge: solution design,1,0
Sitemap X accessibility annotations,1,0
Accessibility Sprint,1,0
Tooling - Video Stories,1,0
Reco explainability,1,0
Outfits 404 Error,1,0
White-labelling TNPL,1,0
FS > Welcome email,1,0
Instalments - Design Playground,1,0
"Payments for Order Bundling — User Testing, 02.2024",1,0
Dark Mode Exploration,1,0
BLIK NPM,1,0
Your Sizes Profile-Your Measurements Update,1,0
Sustainability Claims,1,0
Sustainability Program,1,0
CW22 Visual Exploration,1,0
Plus TDE,1,0
Visual Design Refinements (Copy),1,0
Beauty – Skin diagnostics,1,0
CD | PDP CX Vision,1,0
Scalable CMS Design Exploration File,1,0
Wardrobe Baseline,1,0
Workshop DACH Leads - Brand Campaigns Onsite Visibility,1,0
[M2] Modular Checkout - Plus Upsell (Copy),1,0
[Archived] Brand Refresh – KH / Zalando Cowork,1,0
Top Days 2025 – Exploration & PA Guide,1,0
consumer test,1,0
Targeted Coupons M1 Design Review 18/11/2021,1,0
Sephora Brands at Zalando,1,0
Platform Journeys sprint prototype,1,0
Carrier Visibility,1,0
Exploration: Stepper,1,0
ZDS Unified documentation - Contentful,1,0
Plus Exclusive Offers M1,1,0
POR 3.1.0,1,0
Pricing - Insights: Sales events ✨ AI PLAYGROUND,1,0
Optimized Onboarding flow for Meta Shop Ads,1,0
Size&Fit Vision - Concepts wireframes,1,0
Pricing - Insights: Sales events,1,0
ZMS Landing page structure working file,1,0
Dynamic Text Technical Specifications – Accessibility M2,1,0
Designer - Innovation,1,0
TDE - GMCC Workshop,1,0
Adaptive Research Prototype [Official],1,0
🍓 Super Next Library,1,0
Order+Returns tracking_Convert Lounge,1,0
*POR Branch 28.01.25*,1,0
Exploration theming - Component level,1,0
S&F Visual Treatment Deep Dive,1,0
[OUTDATED] Adaptive Research Prototype,1,0
2022 Feb - Avatar Explorations,1,0
Exploration: Flags,1,0
Blog Covers,1,0
ZTS Content Types,1,0
Second tab explorations,1,0
Motion Briefing App Statement,1,0
Flag playground,1,0
7_Catalog,1,0
Plus at Lounge: assortment availability sprint ARCHIVED,1,0
