file_name,component_count,total_instances
Plus at Lounge: assortment availability sprint ARCHIVED (Copy),1,0
Motion Automation Toolkit Sprint,1,0
Pillar 3 Premise Templates,1,0
UGC user research,1,0
Content Shoppability Principles,1,0
Creator Expansion M1,1,0
CUCA: Self Help - Return Transformation - Prototype & Design,1,0
Zalando Live Design Review 18.05.2022,1,0
Zalando Loyalty Program_Sprint,1,0
[ REMARKABLE RELEASE ] Mapping Tiles & Components,1,0
Customer Lifetime Management - Plus Placements,1,0
Figma lesson two,1,0
ZMS Landing page modules,1,0
Pillar 1 - Incentive Banner,1,0
New incentives banner designs,1,0
⏯️  Pause Button Icon Design,1,0
2022 Feb - VFR mobile version - after user testing,1,0
DSA - Mapping the touchpoints and premisses,1,0
Streetwear '24 strategy,1,0
"[Archive] Buy Now Pay Later —  Use Case Document New Experience, 01.2021",1,0
Links,1,0
Beauty Profile - Design review,1,0
Tiles & Components - Loyalty V1,1,0
ZMS Future of Sponsored Experiences in Fashion Store,1,0
Mono light alternative,1,0
Partner Support and Education System M1: Basic linking to ZPU articles,1,0
Your sizes 4.0 Interview prototypes,1,0
Sponsored & Branding campaigns (cloned)),1,0
[Accessibility] Spec Template - Working File,1,0
"WebSDK — Design Playground, 2022-23",1,0
Trend spotter Playground,1,0
Ads landing Page,1,0
WORKING FILE - Statement PDP Revamp,1,0
Fit Visualisation Enhancement - Baseline file,1,0
Scale Self Service | Sponsored Collections,1,0
2021 Nov - VFR Prototype (test version),1,0
22.08.2021 - Storytelling Presentation,1,0
2022 Feb - VFR Prototype,1,0
WP 2 Release Page,1,0
CuCa Self Help: Article Missing - Prototype,1,0
27.05.2024 Loyalty Design Review Print Version,1,0
Emails - Loyalty V1,1,0
CD for Elephants,1,0
Based on your recent views,1,0
🇫🇷 French Anti Waste Law,1,0
Followership Prototype,1,0
Brand Homes CMS: TDE (Tailored Designer Experience),1,0
HOLIDAY/CYBER 24 Product Placement,1,0
ZDS illustration,1,0
Library-test v 2.1.1,1,0
Customer Data Access,1,0
Exploring Collections - Anchors,1,0
DSA Dark Patterns: Guidelines,1,0
App Download Banner M1,1,0
Exploration: Notifications,1,0
Red Thread Toolkit,1,0
[COMPONENT/NEW] Country Code,1,0
💡[EXPERIMENT] Test dev mode,1,0
🚀[FEATURE] Update Links documentation (semantic naming),1,0
The Statement: Landing Page Designs,1,0
"Checkout x Payment Decoupling — Design Playground, [08.2022]",1,0
🚀 [FEATURE] Update Accordion documentation - Highlight tag,1,0
💡[EXPERIMENTAL] Update Flags documentation,1,0
[ARCHIVE] Trade-in flow redesign concept study,1,0
plugin-test,1,0
frog_Zalando_Design_System_components,1,0
Specs - VFR Campaign 04,1,0
Hyped Sales M0,1,0
Beauty Items - User Testing,1,0
Beauty colour experience - Baseline File,1,0
WIP future vision za,1,0
App Category Navigation,1,0
Reviews - Translations,1,0
Exploration: Radio Buttons,1,0
WP 10 - Feed [sunseting],1,0
WP 17 Talent Profile,1,0
Designer - Reasons for churn,1,0
Mix & Match: Brand Refresh,1,0
Beauty Merchandise Playbook - Dokumentation,1,0
WP 6 Video Player,1,0
Accessibility: Core Concepts,1,0
Sufficient Contrast & Rich Media,1,0
Visual Design Refinements,1,0
Pillar 1 x Wardrobe - Repurchase messaging,1,0
SC M1 – Vision prototpye,1,0
Gorgeaous - Prototypes,1,0
Copy and localisation management with Figma variables - Fulfillment PD Quarterly Q1,1,0
User Mapping,1,0
Wardrobe Q4 2021 and beyond,1,0
Shopping assistant - Discovery & Explorations,1,0
Statement / Production & Engineering Guidelines,1,0
"Buy Now Pay Later — Design Playground, 06.2022",1,0
5_Fit feedback / From your orders,1,0
Generative Backgrounds,1,0
Omnibus PL - Seller info on PDP,1,0
Recommerce service blueprint,1,0
Adaptive M1.2 | Prototype,1,0
Colour Snap: Sales Red,1,0
Focus Color Contrast (Archived),1,0
24_Spring_LandingPages_Wireframes,1,0
Brand mark sizing_Brand Refresh_Sprint,1,0
Size Advice Scenarios,1,0
2022 Sep - Design Check-in  - Virtual Fitting Room future journeys,1,0
0_Point of Reference: Browse,1,0
"Buy Now Pay Later — Solution Document, 09.2021",1,0
DAEP Apps Brand Refresh 4,1,0
✅  Test ZDS icons,1,0
CX comparison Lounge vs FS,1,0
VAT Upgrade: B2C Invoice,1,0
Launch Stories - Sharing in Wardrobe,1,0
[ ARCHIVE ]Zalando Stories M2  —  Specs & Toolbox,1,0
Exploration Android Navigation Bar,1,0
Figma library testing,1,0
ASO Q2 2025 Product Update Exploration (Copy),1,0
Video + Main Stage Discussion,1,0
[Archived] Pillar 1 - App - Reviews,1,0
Early Drafts - Loyalty V1,1,0
Market Steering Problem Definition,1,0
Prototype Explorations,1,0
Diversifying Campaign Discovery (Copy),1,0
WP 15 Onboarding & Splash Screen,1,0
Supporting materials,1,0
Product Information Display - Baseline File,1,0
SC M1 – Post 2nd Sprint Ideation,1,0
Catalog header banner,1,0
Beauty user account - Design review,1,0
Project Omnibus - Price increase mode,1,0
Tweaks after refinement sessions,1,0
Zalando Shop,1,0
Trade-in flow redesign concept study,1,0
Button Redesign,1,0
Info message A/B test Q1 2024,1,0
WP 5 Entry Point Carousels,1,0
Store remodeling,1,0
ASO Q2 2025 Product Update Exploration,1,0
[Draft] PDP Sitemap,1,0
Site mapping,1,0
Design Sprint Video Stories,1,0
Grace Period: Targeting customers on alternative channels,1,0
Design Check-in - Zalando Live,1,0
CX Vision features,1,0
Plus EA - M1 & M2,1,0
Remarkable Release - 22.04.2022,1,0
S&F Runway project: Size Guide is no longer a Generic Table,1,0
M4 Lounge EA,1,0
📱 User Research [CW15] -  Prototype,1,0
Design exploration,1,0
Zalando Measure: Prototype All,1,0
[Accessibility] Error Handling & Status Messages - Working File,1,0
"Presentation Examples: Accessibility (a11y, ZDS)",1,0
Ideations,1,0
Cart Redesign,1,0
🧪 Sandbox,1,0
Plus Wrapped,1,0
Product Cards - Ownership Map,1,0
PayPal Mandates - Archive,1,0
Video Stream PoC - Specs,1,0
Membership Platform Specs,1,0
Returns Transformation - Video/Animation,1,0
ZDS Library: Designer theme Tiles,1,0
Error Message Pages,1,0
Beauty user account - Baseline File,1,0
Exploration: Accordion,1,0
Value Add - DGC flows,1,0
DSA - Plus,1,0
PBA update – Jan 2024,1,0
Marketing Services | Advertising |Guideline Assets,1,0
Design review 01: Platform Journeys FS to ZL,1,0
25 - EPP Mokcups,1,0
Directory 2026 - Discussion,1,0
Cyber week 2022,1,0
CW Playbook,1,0
WS3 Collab & Drops Workshop,1,0
P1 Playbook,1,0
Post-Purchase Accessibility Specs,1,0
20_Size&fit marketing,1,0
Fashion-Driven Browsing Experience,1,0
ZFS Partner Fee,1,0
Zalando Assistant Accessibility,1,0
Focus Outline,1,0
Gift with purchase – Discovery,1,0
Self Help: Returns & Refunds,1,0
🖍Explorations M2,1,0
Size Filter Overhaul,1,0
UAE: Email verification,1,0
App Download Banner M2,1,0
Plus at Lounge M1: Handover,1,0
WP 12 Brand Home & Collection,1,0
"Home, PDP, Catalog Outfits",1,0
Customer Journey - Outfits Program,1,0
Self Help: Delivery Use Case,1,0
SC M1 – Launchstory,1,0
[M1] Modular Checkout - Single Starting Point,1,0
FDBE Phase 3,1,0
Streetwear Discoverability - Prototypes,1,0
"Buy Now Pay Later (Invoice 1.0) — NL, 03.2023",1,0
Sitemap backup,1,0
PUP 2025 (Copy),1,0
Zalando Year in Review (external),1,0
The Corner_Design sprint_1st release_2025,1,0
Write button on PDP,1,0
Gorgeous - Explorations,1,0
Designer | 6.09.2022 A&A Review,1,0
search bar in search results catalog - apps,1,0
Wardrobe (post-weave) - Outdated designs,1,0
Figma lesson one,1,0
UCT Breakdown,1,0
M2 + Redesign Harmonization,1,0
2022 Mar - VFR - decision-making,1,0
Research Prototype_CW12-13,1,0
Accessibility M1 - PRSB,1,0
SC M1 – Video prototype,1,0
Orders - App WebViews,1,0
Flexi price,1,0
[A11y] Notifications (Timed),1,0
[WIP] CXP - Point of Reference,1,0
ZDS starter file: patterns,1,0
Plus - Lounge Loyalty Home - Explorations,1,0
[ UI & UX ]  —  Paul <> Tivoli,1,0
iFrame Testing,1,0
Plus Main Screens,1,0
Luxembourg Sales Channel,1,0
Platform Experience,1,0
[Accessibility] Header & Footer Specs,1,0
Balance Relevance and Discovery in Search,1,0
Beauty items - Showcase prototypes,1,0
Prototypes,1,0
Want-it Tile,1,0
NCR Onboarding M0,1,0
PPCCS,1,0
Luxury Beauty,1,0
Gift card B2C // Assets,1,0
[M3] Modular Checkout - Saving Pick up Points - Designs (Delivery),1,0
Early Access 1.2,1,0
WEB Return Success Screens [ARCHIVE],1,0
[China Team] Livestream,1,0
(WIP) ZDS Library: The Statement theme Tiles,1,0
(Archived 2.12) [ VIDEO ]  —  Luke <> Tivoli,1,0
(Archived 8.12) [ VIDEO ]  —  Luke <> Tivoli,1,0
(Archived)[ VIDEO ]  —  Luke <> Tivoli,1,0
(Archived 3.12) [ VIDEO ]  —  Luke <> Tivoli (Copy),1,0
Pre-owned convenience benefits,1,0
Flexible Price Display,1,0
PDP_Stakeholder_map,1,0
Trade-in explorations,1,0
SCP - DS,1,0
Tooling,1,0
Designer Brand pitch,1,0
Livestreaming CX,1,0
Creative check-ins (Backup 2024-07-08),1,0
Statement Release - Alignment Canvas (Copy),1,0
Filter flyout,1,0
Creative check-ins,1,0
2024-07-16 export Creative check-ins [Archive],1,0
CXP Content Tiles,1,0
Zalando Measure - Prototype 1,1,0
Emoji examples,1,0
Different size reco - Same article,1,0
ZMS | Homepage | Concept Advertisement,1,0
Pre-owned themed home workshops,1,0
"Pattern: Error Pages (404,500)",1,0
Returns - Repaint & Label [ARCHIVE],1,0
Gifthub Wireframes,1,0
Proposed designs,1,0
Zalando Assistant Future Vision Concepts,1,0
Recommerce key screens - mgmt update 170622,1,0
Plus Identity — Working file explorations,1,0
Creator Space Expansion Playground,1,0
Visual for election,1,0
Artdirection Exploration,1,0
Creator & Brand exploration concepts,1,0
Brand Hub,1,0
2022 May - VFR x ZMS - Competitor Research and LoFi Flows,1,0
Design Reviews - Team 1,1,0
Sneaker Release Calendar,1,0
Instalments- Entry point brainstorming space,1,0
Missions,1,0
Label: 🎨Colour Explorations & Archive,1,0
"Buy Now Pay Later — CJM (Lua), 03.2021",1,0
Specs,1,0
Plus flags Branch by Mena,1,0
[Zalon Archive] User Side - Style Advice_MRP Sprint,1,0
Plus assets inventory,1,0
The Corner Streetwear - Presentations,1,0
Onsite Marketing,1,0
Size & Fit_Your measurements entry and exit overview,1,0
All 2024,1,0
Croatia Euro Switch M2,1,0
Reviews - Write review button on PDP,1,0
System Permissions Design Pattern,1,0
[Archived] Reviews - Tiny accordion,1,0
WP 8 Authorship,1,0
Sponsored Collections Expansion,1,0
WP 14 Stories & Live Hub pages,1,0
OLD_Zalando Co-branding Toolkit_Feb25_v01_March2025 (WIP),1,0
Zalando Co-branding Strategy Toolkit_Feb25_v01 (WIP),1,0
Pillar 1 - Haptics,1,0
DSA Launch Story,1,0
Brand Followership Pillar 3 ideation,1,0
Illustration 2.0 Workshop,1,0
Sephora Partner Integration Dior - Presentation,1,0
Cross Platform Journeys- Lounge to FS,1,0
Dynamic Page System M2,1,0
"[Archive_2_DF] Buy Now Pay Later — Use Case Document New Experience Archive, 07.2021",1,0
Rebranding - Acquisition workshop,1,0
Beauty - Multisizes + Samples,1,0
BFC,1,0
Sephora Copy & Localisation - Baseline File,1,0
PuPs without correct receiver names,1,0
DBF,1,0
[Accessibility] Annotation Template - screen reader,1,0
External - Installments,1,0
Landing page for data acquisition,1,0
SC M1 – 2. Design Sprint – Board,1,0
"Buy Now Pay Later — Prototype DE|BE|CH, 09.2021",1,0
Media Controls,1,0
Specs - VFR x ZMS Campaign 03,1,0
Product Strategy update visuals,1,0
Avatar Design + Personalisation - Prototype User Test 2,1,0
Workshop with Pillar 2,1,0
ZMS landing page unmoderated test,1,0
Customer connect Storyboard (Copy),1,0
Launch stories - Style Profile,1,0
[Archive] Buy Now Pay Later — Use Case Document New Experience (Copy),1,0
Top Level Navigation | Launch story,1,0
Home Feed -> BRified,1,0
Outfit cards ZDS starter file,1,0
Activity Based Browsing - Copy,1,0
"Buy Now Pay Later —   Use Case Document New Experience (Copy), 05.2021",1,0
Standard Delivery Pre-selection,1,0
Beauty Advice - Baseline File,1,0
DPS for RefStore: [Design sprint] PDP,1,0
Workshop with Pillar 3,1,0
Prototypes for Research CW 27 & 28,1,0
Error Messages,1,0
PDP | CLM notify me update,1,0
Icon language_Use cases,1,0
💡 Unified ZDS asset library,1,0
Collab & Drops (WS3),1,0
Lounge nudge handover,1,0
Zalando BNPL x TWINT [External],1,0
ZMS Guidelines,1,0
Content Transformation Track 2 - Content Framework,1,0
CPC - New approach,1,0
Documentation Playground 2023,1,0
Early Access data map,1,0
Creator Space Label (App),1,0
2023 Jan - Brainstorming for VFR x ZMS Pilot 3 - part 2,1,0
Content Tooling Mapping Information,1,0
Components Playground,1,0
Sephora - Launch story,1,0
Minimum Order Value (MOV) in Checkout,1,0
[ARCHIVE] Workfile -  CR App -  Open Orders,1,0
Pre & Post Purchase Brainstorming,1,0
Mockups,1,0
Pillar 4 Touchpoints,1,0
Early Access M2 - Experience Overview,1,0
--Figma library testing,1,0
Beauty Samples Design Review 07052021,1,0
Customizable Jersey,1,0
TDE - Style Guide,1,0
Beauty Advice | Launch story,1,0
Assets,1,0
Brand Refresh 2025 Lounge - Product,1,0
CBM/Newsletter,1,0
🖍 Explorations,1,0
Plus flag - Carousel,1,0
Creator Sponsored Outfits - All flows,1,0
WP 7 Headers & Banners,1,0
Cart product cards (web),1,0
Diversifying Campaign Discovery,1,0
SSO Apps M2,1,0
Seasonal color palette,1,0
00 [WIP] Reviews Specs,1,0
Video component,1,0
EXPLORATION Library Redesign,1,0
WiP,1,0
Lounge Branding - Colour application Design Sprint,1,0
[ARCHIVE] Plus Upsell in apps Checkout,1,0
Systemisation_Brand Refresh_Sprint_Oct2024,1,0
Product Development Branding,1,0
👠 Library / CXP Tiles [Showstopper],1,0
Size Exchange Project,1,0
BM Visual Assets for Communication (Copy),1,0
PDP Sitemap,1,0
Inspire Squad : Quick wins Specs 2023,1,0
[ Archive ] [ UI & UX ]  —  Tivoli Documentation & Prototypes (Restored verrsion),1,0
(Archive 15.12)[ VIDEO ]  —  Luke <> Tivoli,1,0
[ Tivoli VIDEO ]  Final Story,1,0
ZMS - Ad Unit - WIP,1,0
[ UI & UX ]  - Tivoli Latest Designs,1,0
(Archived 13.12) [ VIDEO ]  —  Luke <> Tivoli,1,0
[Zalon Archive] User Side - Personal Shopping_Solution Design Feedback,1,0
Autobahn Proposal | Catalog Grid Size (Copy),1,0
Omnibus Pricing Compliance in Cart & Checkout,1,0
Style Profile (Brand & Size),1,0
(Archive) [ Tivoli VIDEO ]  CW2-CW4 2022,1,0
"How to: ZDS icons, pictograms & logos (Copy)",1,0
The Statement - PDP revamp - Brainstorming,1,0
[ ARCHIVE ] [ UI & UX ]  —  Tivoli Documentation & Prototypes (Copy),1,0
[ UI & UX ]  —  Tivoli Documentation & Prototypes [ARCHIVE],1,0
"How to: ZDS icons, pictograms & logos",1,0
Creator Space Label (App) - Component Breakdown,1,0
(Archive 17.12) [ VIDEO ]  —  Luke <> Tivoli,1,0
Customer Journey Map (+Expo),1,0
Exploration: Logos,1,0
SC Icons workshop,1,0
PDP Experiments,1,0
Templare Re do (2),1,0
Corporate Comms_Design_Toolkit Development,1,0
Saiges additions,1,0
CuCa: Self Help: Missing Items or Parcel - Web & Mobile,1,0
Test,1,0
Beauty_MicroSite_Feedback,1,0
UAE: SSO (Sign-in & Registration),1,0
Nike Membership & Plus Early Access Flow / Nike touchpoints on Zalando,1,0
Presentation Purposes,1,0
[Archived] UAE: SSO (Sign-in & Registration),1,0
Visiontype 2022,1,0
Deep dive: ZDS Theming - Demo,1,0
Brand Hub final delivery,1,0
Trade-in Kids - Wayfinding,1,0
DesignSprints_Programmatic&DisplayAds_24,1,0
Holiday Campaign 2022,1,0
Figma Level-up training,1,0
Easy QA,1,0
SPA Campaigns | Global budget,1,0
PBA graphic,1,0
Exploration: Caorusel,1,0
ZMS | Homepage Takeover | Concept Design Review Phase 1 | 01.02.2023,1,0
"WebSDK — Design Playground, 2021",1,0
SSO M1.3,1,0
Simplified Delivery Slip,1,0
Early Access Storytelling,1,0
"Design Check-in, May 22",1,0
0_Point of Reference: Activate,1,0
Accessibility project User Account - Ref Store,1,0
"Buy Now Pay Later — Customer Journey Map, 02.2022",1,0
Local - Flow One Playground,1,0
ASO Sales Intro Exploration,1,0
PDP + Product Card: UX Audit,1,0
🚀Brand refresh - Grid & Shapes,1,0
ZMS | HPTO | User Research | Note-taking & Debrief,1,0
"Buy Now Pay Later — CH, 11.2022",1,0
Explorations,1,0
Mockup New In,1,0
Product Integrations,1,0
Collections Experience - Status quo 2021,1,0
Beauty Subscription Hub - Mockup,1,0
Surface Brands from FS Follows,1,0
Cyber week 2021,1,0
Accessibility Emails,1,0
Newsletter Mockup - Classic,1,0
Snapchat Colour Palette,1,0
Upsort Upcoming Campaigns once Live,1,0
WP 1 Shorts,1,0
SEPHORA Onsite Mockup - March,1,0
Gift card partners guidelines,1,0
Post-registration Landing experience - M2,1,0
Exploration: Links,1,0
Designer22_LandingPage_Wireframes_Flight_1,1,0
Onboarding deck material,1,0
Sales email templates,1,0
UAE: User Account UX,1,0
Video Stream AI Prototype Explorations,1,0
Early access journey for hyped collections,1,0
🚀[FEATURE] Refactor themes + Dark mode,1,0
Plus Library,1,0
Icon plug in test,1,0
ZDS Library: Components (BR2+3),1,0
[FEATURE] Update bkg-tertiary token,1,0
ZDS Library: Components (ZDS Only),1,0
Brand Home Redesign,1,0
Sustainability - sitemap updates,1,0
CPC Tile,1,0
Ongoing Activities: Plus Newsletter / Giveaways,1,0
Accessibility checklist,1,0
VC Label,1,0
Re:loop solution design whiteboard,1,0
Xmas delivery promise 2023,1,0
Valentines Day delivery promise 2024,1,0
[Zalon Archive] User Side - Personal Shopping on Plus - MVP Brainstorming,1,0
Priority Re-stock,1,0
🐛[BUG/FIX] Modes reconnect variables,1,0
🚀 [FEATURE] Dark mode,1,0
Icon Button - Video Control Overlay,1,0
FIT & SHAPE COMMUNICATION (Copy),1,0
ATO_Password_Strength_and_Step-Auth_Code_Challenge,1,0
Notifications alerts and banners – Color usage,1,0
Error App,1,0
Sports Ratings & Reviews,1,0
WS - Intro to ZP theme,1,0
M1 MC Explorations - Payment entry point,1,0
Leo x Recommerce onboarding,1,0
Version Gate Design,1,0
Brand Home Tooling - RCCT,1,0
Local - Customer Proposition (Phase 01),1,0
Category vs Search,1,0
Beauty Profile - Design critique,1,0
Recommerce as a Service,1,0
CBM/Newsletter (Copy),1,0
M1.2 Redemption - Modular Checkout,1,0
Zalando Co-branded Activations & Events_Toolkit_June25_v01,1,0
Beauty Advice - Workshop,1,0
PDP Zoom Gallery concept,1,0
Subscription Management for Beauty,1,0
Video first PDP,1,0
Early Access M1: Guiding principles,1,0
Retrieved from sitemap,1,0
Wardrobe and homepage WIP,1,0
Co-branded campaign_Toolkits_April2025,1,0
Audit - Pagination,1,0
SC M1 – FAQ content work,1,0
Prototype,1,0
[Prototype] Write review on PDP,1,0
Sitemap updates,1,0
Beauty Samples Prototype - UX Carousel,1,0
Credit & Gift Cards Explorations,1,0
Lounge by Zalando – Brand refresh presentations,1,0
Pillar 2 | Team,1,0
Complete the look tile,1,0
Directory Prototype,1,0
Profile Workshop - Creator and Brand Profiles,1,0
Branding campaign / CB flows,1,0
Zalando_BrandHub_Presentation_v1_April25_INT,1,0
CUCA - Accessibility M1 Web - Digital Purchase Journey,1,0
Tailor Concepts Q1 2024,1,0
Fair Usage Policy,1,0
"WP 9 Media, Nudgets & Coms",1,0
"iDEAL 2.0 — User Testing, 07.2024",1,0
Vision - Articles Experience Vision - PP/CR Focus - Initial delivery,1,0
🐛 [BUG/FIX] Migrate PDP,1,0
SPACU wireframes,1,0
Push for native app download,1,0
User Test Prototype - Unified Documentation,1,0
DSA Design Sprint,1,0
🎠 Carousels | Dynamic Text,1,0
Delivery Communication in the Catalog,1,0
ZMS | Homepage Ad Formats - 25/05,1,0
Deep Dive | Product card,1,0
"Buy Now Pay Later —  All Cases, 01.2022",1,0
Articles Experience Vision - Unified Ingestion - Target 2025 (Copy),1,0
Plus Rebranding M2,1,0
Brand name changes in app,1,0
[Zalon Archive] User Side - Design Critique Templates,1,0
WP X Stories Entry points,1,0
Reviews + NPS emails,1,0
Design principles: do's and dont's,1,0
ZDS Portal Branding,1,0
CW41 - Personal collections - Evaluation proto App,1,0
Pizza Box Short Term Vision,1,0
[UX Carousel CW11/12] Debrief board - Project Next,1,0
Omnibus Compliance - CFA,1,0
[Accessibility Annotations] Product Cards & Wishlist,1,0
Size&Fit Vision - LightHouse,1,0
Zalando Lounge Interim Lockup,1,0
CR Customer Journey,1,0
Care & Repair_Pilot_Redesign,1,0
💎 TDS: Component + Template Library,1,0
Project Starter,1,0
02_OnePortal M2 IA - Sitemaps,1,0
CRM Library 0.3,1,0
Partner Insights Assistant (formerly zDirect Coach),1,0
Homepage redesign,1,0
Personalized Ranking,1,0
Early Access M2:  Entry points to Plus,1,0
The Corner_Design sprint_2nd release_2026,1,0
[Zalon Archive] User Side - Mockups - Style Advice Chat,1,0
Q3 DPA,1,0
[Zalon Archive] User Side - Demand Team: Contextual advice,1,0
Marketing Services | Homepage 🐘 | Awareness Teaser,1,0
[ CO-CREATION ]  —  Workshop / Group B,1,0
Top Picks for You: M1 Explorations,1,0
Marketing Services | Homepage 🐘 | Takeover,1,0
[ CO-CREATION ]  —  Notes / Group B,1,0
Payment Experience Workshop,1,0
Size&Fit Vision - Sacrificial concepts,1,0
✍ Annotation playpen,1,0
Brand Home Tooling,1,0
"Platform Journeys FS to Lounge: spec, flow and prototype",1,0
🖍 Explorations M1,1,0
Google UGC reporting,1,0
Gift with purchase - Prototypes,1,0
Wardrobe Outfits Tile,1,0
New Default - Braindump,1,0
Exploration: Layout components,1,0
Accessibility project UAE  - Ref store,1,0
Recommerce | Ways of Working,1,0
Vision Workshop Outcome v 2.0,1,0
Self Help: Mobile Archived (Restored),1,0
EXPLORATION LUX Library 2.0.0,1,0
Coworking session: Confirmation page,1,0
Meta DPA,1,0
Reco banner,1,0
[Archive 01.2025] LUX Library 2.52.0 [Unified Library] (Copy),1,0
gerrit-subline,1,0
PaymentSDK - Draft,1,0
💡 [EXPERIMENTAL] Update Plus assets - test,1,0
Sketch sessions,1,0
Zalando Measure - Prototype 2,1,0
Exploration: Icons,1,0
"Module-powered CX, Main",1,0
Cyber Week Playbook,1,0
App splash screen,1,0
Top Picks for You: Explorations v1 & Prototypes,1,0
Group S3,1,0
Exploration: Tooltips,1,0
Project retrospectives archive (before FigJam),1,0
Zalando Measure: Measurement Screen,1,0
[DEPRECATED] Sell Emails,1,0
Marketing Service | Homepage 🐘 | Collection Teaser,1,0
Designer22_LandingPage_Wireframes_Flight_2,1,0
"[Accessibility] Digital Purchase Journey - Header, Top nav, Footer",1,0
Body Measurement CX Update - Runway Project,1,0
"PayPal Billing Agreement — Design Review, 09.2022",1,0
Para Madi,1,0
"Swish — Design Playground, 08.2022",1,0
Defect Workshop Spring 2022,1,0
"Exploration: Light, Dark, Mono mode",1,0
Workshop - Product Strategy Consolidation (Copy),1,0
Apology Discount CW,1,0
Insights Summary,1,0
Workshop - Product Strategy Consolidation,1,0
Design Sprint / Catalog,1,0
Redezign customer journey,1,0
InclusiveFootwear_LandingPage,1,0
Design Review Template  [Drag & Drop it to your space],1,0
Zalando_Brand Microsite,1,0
Newsletter,1,0
Leads Workshop - Product Strategy Consolidation,1,0
Buttons review,1,0
DEMO - Figma Dev Mode,1,0
Shareable Gift Cards / Ongoing project (archive),1,0
ZDS asset sources,1,0
"Buy Now Pay Later — SEPA Direct Debit DE, 11.2021",1,0
[Zalon Archive] User Side - Zalon Sunset,1,0
Page Loading,1,0
Updates & Edits: Lists,1,0
Zalando Courier,1,0
Home pickup return flow Migration Q2 2023,1,0
Follow button documentation,1,0
Promo Video Creator Expansion,1,0
redeZIGN + EON,1,0
Nudge/Cabinet/Refill - Prototypes,1,0
Beta - Fashion Store Sitemap App (Copy),1,0
SC M1 – Claims Architecture workshop,1,0
M0 Targeted Coupons Design Review 090321,1,0
Reviews - Vision storyboard,1,0
Category and Theme Entry Points on Home,1,0
Improved Delivery CX,1,0
WP 4 Entry-point Card & Product Card,1,0
Plus Monthly Highlights Newsletter,1,0
Luxury Beauty - Baseline File,1,0
Newsletter & Online Mockups - SEPHORA,1,0
Zircle decommissioning,1,0
Confident Decision Making Concept testing,1,0
Multimedia Outfit View - Milestone 1,1,0
🐛[BUG/FIX] Input message - Icon padding,1,0
[ARCHIVED] 2024,1,0
Annual Press Conference (APC) (Copy),1,0
ZDS Email: Basics,1,0
Expansion NL_Solution Design,1,0
💡[EXPERIMENTAL] Icon text pairing,1,0
Inspiration module,1,0
Image display - A/B testing,1,0
Manual MCF Article Data Validation UI,1,0
🚀 Add header,1,0
Nudges: Design Guidelines and Principles,1,0
Stark Demo - 12.02.2025,1,0
Illustration kit,1,0
DX Launch Stories,1,0
zAnnotation - Figma Plugin,1,0
Reviews Template Update WIP,1,0
WP 16 Selectors,1,0
🚀[FEATURE] Add Radio buttons (Checkout),1,0
Beauty Profile,1,0
TDE Launch Story,1,0
TPX Component Library,1,0
NCR Registration Nov2020,1,0
Annual Press Conference (APC),1,0
Feature Update Screen,1,0
Plus Presentation templates,1,0
